Strain,Soil,Root,Rhizosphere,Sludge,Sand,mud,rhizome,sediment,nodule,Soil2,Root2,Rhizosphere2,Sludge2,Sand2,mud2,rhizome2,sediment2,nodule2,total_words,final
Blattabacterium_sp._(Blaberus_giganteus),4,2,0,0,1,1,0,1,0,0.884955752,0.442477876,0,0,0.221238938,0.221238938,0,0.221238938,0,452,0
Blattabacterium_sp._(Blatta_orientalis)_Tarazona,0,1,0,0,0,0,0,0,0,0,2.083333333,0,0,0,0,0,0,0,48,0
Blattabacterium_sp._(Mastotermes_darwiniensis)_MADAR,2,1,0,0,0,0,0,0,0,1.242236025,0.621118012,0,0,0,0,0,0,0,161,0
Blattabacterium_sp._(Nauphoeta_cinerea),2,3,0,0,0,0,0,0,0,0.740740741,1.111111111,0,0,0,0,0,0,0,270,0
Blattabacterium_sp._(Panesthia_angustipennis_spadica)_BPAA,0,1,0,0,0,0,0,0,0,0,3.703703704,0,0,0,0,0,0,0,27,0
Blattabacterium_sp._Bge,5,5,0,0,0,0,0,0,0,1.272264631,1.272264631,0,0,0,0,0,0,0,393,0
Blattabacterium_sp._BPLAN,3,4,0,0,0,0,0,0,0,0.744416873,0.992555831,0,0,0,0,0,0,0,403,0
Blattabacterium_sp._Cpu,1,2,0,0,0,0,0,0,0,0.552486188,1.104972376,0,0,0,0,0,0,0,181,0
Bordetella_holmesii_ATCC_51541,1,0,1,0,0,0,0,1,0,0.840336134,0,0.840336134,0,0,0,0,0.840336134,0,119,0
Borrelia_afzelii_PKo,0,6,0,1,4,0,0,0,2,0,1.287553648,0,0.214592275,0.858369099,0,0,0,0.429184549,466,0
Borrelia_miyamotoi_LB-2001,2,1,0,1,5,1,0,0,1,0.41322314,0.20661157,0,0.20661157,1.033057851,0.20661157,0,0,0.20661157,484,0
Brachyspira_murdochii_56-150_DSM_12563,2,0,0,0,0,0,0,0,0,2.272727273,0,0,0,0,0,0,0,0,88,0
Brucella_abortus_A13334,2,1,0,0,0,0,0,0,1,1.117318436,0.558659218,0,0,0,0,0,0,0.558659218,179,0
Brucella_canis_HSK_A52141,2,0,0,0,0,0,0,0,0,1.526717557,0,0,0,0,0,0,0,0,131,0
Brucella_ceti_TE10759-12,0,0,0,1,0,0,0,0,0,0,0,0,1.818181818,0,0,0,0,0,55,0
Brucella_ceti_TE28753-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Buchnera_aphidicola_5A,4,6,0,0,1,0,0,0,0,0.856531049,1.284796574,0,0,0.214132762,0,0,0,0,467,0
Buchnera_aphidicola_Ak,4,6,0,0,0,0,0,0,1,0.753295669,1.129943503,0,0,0,0,0,0,0.188323917,531,0
Buchnera_aphidicola_APS,4,5,0,0,0,0,0,2,2,0.840336134,1.050420168,0,0,0,0,0,0.420168067,0.420168067,476,0
Buchnera_aphidicola_Bp,2,7,0,1,1,0,0,1,0,0.381679389,1.335877863,0,0.190839695,0.190839695,0,0,0.190839695,0,524,0
Buchnera_aphidicola_Cc,3,5,0,0,0,0,0,0,2,0.674157303,1.123595506,0,0,0,0,0,0,0.449438202,445,0
Buchnera_aphidicola_Ct,3,7,0,0,1,0,0,0,0,0.621118012,1.449275362,0,0,0.207039337,0,0,0,0,483,0
Buchnera_aphidicola_F009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Buchnera_aphidicola_G002,6,4,0,0,0,0,0,1,1,1.237113402,0.824742268,0,0,0,0,0,0.206185567,0.206185567,485,0
Buchnera_aphidicola_JF98,1,2,0,0,0,0,0,0,0,0.502512563,1.005025126,0,0,0,0,0,0,0,199,0
Buchnera_aphidicola_JF99,0,1,0,0,0,0,0,0,0,0,1.449275362,0,0,0,0,0,0,0,69,0
Buchnera_aphidicola_LL01,4,6,0,0,0,0,0,0,1,0.793650794,1.19047619,0,0,0,0,0,0,0.198412698,504,0
Buchnera_aphidicola_Sg,3,7,0,0,1,0,0,0,1,0.578034682,1.348747592,0,0,0.192678227,0,0,0,0.192678227,519,0
Buchnera_aphidicola_TLW03,0,1,0,0,0,0,0,0,0,0,1.041666667,0,0,0,0,0,0,0,96,0
Buchnera_aphidicola_Tuc7,2,3,0,0,0,0,0,0,0,0.696864111,1.045296167,0,0,0,0,0,0,0,287,0
Buchnera_aphidicola_Ua,3,4,0,0,1,0,0,0,0,0.737100737,0.982800983,0,0,0.245700246,0,0,0,0,407,0
Buchnera_aphidicola_USDA,3,5,0,1,0,0,0,0,1,0.76142132,1.269035533,0,0.253807107,0,0,0,0,0.253807107,394,0
Buchnera_aphidicola_W106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Burkholderia_cenocepacia_AU_1054,5,1,1,0,0,0,0,0,0,1.432664756,0.286532951,0.286532951,0,0,0,0,0,0,349,0
Burkholderia_mallei_23344,9,0,0,0,0,0,0,0,0,2.031602709,0,0,0,0,0,0,0,0,443,0
Burkholderia_mallei_ATCC_23344,8,1,0,0,0,0,0,0,0,1.851851852,0.231481481,0,0,0,0,0,0,0,432,0
Burkholderia_mallei_BMK,4,2,0,0,2,0,0,0,0,1.346801347,0.673400673,0,0,0.673400673,0,0,0,0,297,0
Burkholderia_mallei_BMQ,7,0,0,0,0,0,0,0,0,1.394422311,0,0,0,0,0,0,0,0,502,0
Burkholderia_mallei_BMY,11,0,0,0,0,0,0,0,0,2.872062663,0,0,0,0,0,0,0,0,383,0
Burkholderia_mallei_FMH_23344,7,1,1,0,0,0,0,0,0,1.37254902,0.196078431,0.196078431,0,0,0,0,0,0,510,0
Burkholderia_mallei_NCTC_10229,6,1,0,0,0,1,0,0,0,1.542416452,0.257069409,0,0,0,0.257069409,0,0,0,389,0
Burkholderia_mallei_NCTC_10247,6,2,0,0,0,0,0,0,0,1.612903226,0.537634409,0,0,0,0,0,0,0,372,0
Burkholderia_mallei_SAVP1,5,2,1,0,0,0,0,1,0,1.36239782,0.544959128,0.272479564,0,0,0,0,0.272479564,0,367,0
Burkholderia_pseudomallei_1026b,12,0,0,0,0,0,0,0,0,2.45398773,0,0,0,0,0,0,0,0,489,0
Burkholderia_pseudomallei_BEO,3,2,2,0,0,0,0,0,2,0.8,0.533333333,0.533333333,0,0,0,0,0,0.533333333,375,0
Burkholderia_pseudomallei_BEX,1,3,0,0,0,0,0,0,0,0.505050505,1.515151515,0,0,0,0,0,0,0,198,0
Burkholderia_pseudomallei_BEZ,2,1,1,0,1,0,0,1,0,0.479616307,0.239808153,0.239808153,0,0.239808153,0,0,0.239808153,0,417,0
Burkholderia_pseudomallei_BFB,10,0,0,1,0,0,0,0,0,2.610966057,0,0,0.261096606,0,0,0,0,0,383,0
Burkholderia_pseudomallei_BGR,5,1,0,0,0,0,0,0,0,1.618122977,0.323624595,0,0,0,0,0,0,0,309,0
Burkholderia_pseudomallei_BSR,16,0,0,0,0,0,0,0,0,3.411513859,0,0,0,0,0,0,0,0,469,0
Burkholderia_pseudomallei_HBPUB10134a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Burkholderia_pseudomallei_HBPUB10303a,1,0,0,0,0,0,0,0,0,2.631578947,0,0,0,0,0,0,0,0,38,0
Burkholderia_pseudomallei_Mahidol-1106a,10,0,1,0,0,0,0,0,0,1.838235294,0,0.183823529,0,0,0,0,0,0,544,0
Burkholderia_pseudomallei_MSHR146,2,0,0,0,1,0,0,0,0,3.636363636,0,0,0,1.818181818,0,0,0,0,55,0
Burkholderia_pseudomallei_MSHR305,10,0,1,0,0,0,0,0,0,2.202643172,0,0.220264317,0,0,0,0,0,0,454,0
Burkholderia_pseudomallei_MSHR511,3,0,0,0,1,0,0,0,1,2.112676056,0,0,0,0.704225352,0,0,0,0.704225352,142,0
Burkholderia_pseudomallei_MSHR520,7,0,0,0,1,0,0,0,0,2.356902357,0,0,0,0.336700337,0,0,0,0,297,0
Burkholderia_pseudomallei_MSHR5848,1,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,40,0
Burkholderia_pseudomallei_MSHR5855,1,0,0,0,0,0,0,0,0,2.941176471,0,0,0,0,0,0,0,0,34,0
Burkholderia_pseudomallei_MSHR5858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Burkholderia_pseudomallei_NAU20B-16,2,0,0,0,1,0,0,0,0,2.352941176,0,0,0,1.176470588,0,0,0,0,85,0
Burkholderia_pseudomallei_NCTC_13178,5,0,0,0,0,0,0,0,0,1.373626374,0,0,0,0,0,0,0,0,364,0
Burkholderia_pseudomallei_NCTC_13179,9,0,0,0,1,0,0,0,0,2.295918367,0,0,0,0.255102041,0,0,0,0,392,0
Burkholderia_sp._RPE64,10,1,1,0,0,0,0,0,1,2.288329519,0.228832952,0.228832952,0,0,0,0,0,0.228832952,437,0
Caldicellulosiruptor_bescii_Z-1320_DSM_6725,4,0,0,1,0,0,0,1,0,1.126760563,0,0,0.281690141,0,0,0,0.281690141,0,355,0
Caldicellulosiruptor_hydrothermalis_108,6,0,0,2,0,2,0,1,0,1.435406699,0,0,0.4784689,0,0.4784689,0,0.23923445,0,418,0
Caldicellulosiruptor_kristjanssonii_177R1B_DSM_12137,2,0,0,0,0,1,0,0,0,2.105263158,0,0,0,0,1.052631579,0,0,0,95,0
Caldicellulosiruptor_kronotskyensis_2002,5,0,0,1,0,3,0,2,0,1.17370892,0,0,0.234741784,0,0.704225352,0,0.469483568,0,426,0
Caldicellulosiruptor_lactoaceticus_6A_DSM_9545,2,0,0,0,0,2,0,2,0,0.485436893,0,0,0,0,0.485436893,0,0.485436893,0,412,0
Caldicellulosiruptor_obsidiansis_OB47,3,1,0,2,0,4,0,1,0,0.704225352,0.234741784,0,0.469483568,0,0.938967136,0,0.234741784,0,426,0
Caldicellulosiruptor_owensensis_OL,2,0,0,3,0,0,0,3,0,0.486618005,0,0,0.729927007,0,0,0,0.729927007,0,411,0
Caldicellulosiruptor_saccharolyticus_DSM_8903,3,0,0,6,0,1,0,1,0,0.699300699,0,0,1.398601399,0,0.233100233,0,0.233100233,0,429,0
Caldilinea_aerophila_STL-6-O1_DSM_14535,1,0,0,3,0,0,0,1,0,0.386100386,0,0,1.158301158,0,0,0,0.386100386,0,259,0
Campylobacter_fetus_fetus_82-40,4,3,0,1,0,0,0,1,0,0.943396226,0.70754717,0,0.235849057,0,0,0,0.235849057,0,424,0
Campylobacter_jejuni_doylei_26997,3,1,2,1,1,1,0,3,0,0.709219858,0.236406619,0.472813239,0.236406619,0.236406619,0.236406619,0,0.709219858,0,423,0
Candida_dubliniensis_CD36,5,2,0,0,1,0,0,2,0,1.204819277,0.481927711,0,0,0.240963855,0,0,0.481927711,0,415,0
Candidatus_Arthromitus_sp._SFB-mouse-Japan,4,1,1,1,0,0,0,0,0,0.97799511,0.244498778,0.244498778,0.244498778,0,0,0,0,0,409,0
Candidatus_Arthromitus_sp._SFB-mouse-NL,4,1,1,0,1,0,0,1,0,0.73800738,0.184501845,0.184501845,0,0.184501845,0,0,0.184501845,0,542,0
Candidatus_Arthromitus_sp._SFB-mouse-Yit,2,0,0,0,0,0,0,0,0,1.587301587,0,0,0,0,0,0,0,0,126,0
Candidatus_Arthromitus_sp._SFB-rat-Yit,2,0,0,0,0,0,0,0,0,1.612903226,0,0,0,0,0,0,0,0,124,0
Candidatus_Azobacteroides_pseudotrichonymphae_gv_CFP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Candidatus_Blochmannia_chromaiodes_640,0,1,0,0,0,0,0,0,0,0,2.631578947,0,0,0,0,0,0,0,38,0
Candidatus_Blochmannia_floridanus,2,6,0,1,1,0,0,0,1,0.461893764,1.385681293,0,0.230946882,0.230946882,0,0,0,0.230946882,433,0
Candidatus_Blochmannia_pennsylvanicus_BPEN,3,4,0,0,1,0,0,0,0,0.925925926,1.234567901,0,0,0.308641975,0,0,0,0,324,0
Candidatus_Blochmannia_vafer_BVAF,0,1,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,60,0
Candidatus_Caedibacter_acanthamoebae_30173,2,0,0,0,0,0,0,0,0,2.631578947,0,0,0,0,0,0,0,0,76,0
Candidatus_Cardinium_hertigii_cEper1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.587301587,0,0,0,0,63,0
Candidatus_Carsonella_ruddii_CE_Thao2000,1,0,0,0,0,0,0,0,0,1.960784314,0,0,0,0,0,0,0,0,51,0
Candidatus_Carsonella_ruddii_CS_Thao2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Candidatus_Carsonella_ruddii_DC,4,2,0,1,2,0,0,1,0,0.779727096,0.389863548,0,0.194931774,0.389863548,0,0,0.194931774,0,513,0
Candidatus_Carsonella_ruddii_HC_Thao2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Candidatus_Carsonella_ruddii_HT_Thao2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Candidatus_Carsonella_ruddii_PC_NHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Candidatus_Carsonella_ruddii_PV,2,4,0,1,0,0,0,1,0,0.476190476,0.952380952,0,0.238095238,0,0,0,0.238095238,0,420,0
Candidatus_Methanomassiliicoccus_intestinalis_Issoire-Mx1,4,0,0,4,0,0,0,2,0,1.002506266,0,0,1.002506266,0,0,0,0.501253133,0,399,0
Candidatus_Methanomethylophilus_alvus_Mx1201,4,0,0,3,0,0,0,4,0,1.038961039,0,0,0.779220779,0,0,0,1.038961039,0,385,0
Candidatus_Mycoplasma_haemolamae_Purdue,3,0,0,0,0,0,1,0,0,1.960784314,0,0,0,0,0,0.653594771,0,0,153,0
Candidatus_Nitrososphaera_gargensis_Ga9-2,7,0,0,0,0,0,0,3,0,1.518438178,0,0,0,0,0,0,0.650759219,0,461,0
Candidatus_Nitrospira_defluvii,0,0,0,7,0,0,1,1,0,0,0,0,1.89701897,0,0,0.27100271,0.27100271,0,369,0
Candidatus_Paracaedibacter_acanthamoebae_PRA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Candidatus_Pelagibacter_sp._IMCC9063,2,1,1,0,1,0,0,1,0,0.540540541,0.27027027,0.27027027,0,0.27027027,0,0,0.27027027,0,370,0
Candidatus_Pelagibacter_ubique_SAR11_HTCC1062,5,0,0,1,0,0,0,2,0,1.096491228,0,0,0.219298246,0,0,0,0.438596491,0,456,0
Candidatus_Portiera_aleyrodidarum_TV,1,1,0,0,0,0,0,0,1,0.840336134,0.840336134,0,0,0,0,0,0,0.840336134,119,0
Candidatus_Puniceispirillum_marinum_IMCC1322,2,5,0,0,0,0,0,2,0,0.54200542,1.35501355,0,0,0,0,0,0.54200542,0,369,0
Candidatus_Ruthia_magnifica_Cm,5,1,0,0,0,2,0,2,0,1.061571125,0.212314225,0,0,0,0.42462845,0,0.42462845,0,471,0
Candidatus_Serratia_symbiotica_Cinara_cedri,4,2,1,0,0,0,0,0,0,0.847457627,0.423728814,0.211864407,0,0,0,0,0,0,472,0
Candidatus_Sulcia_muelleri_BGSS,1,0,0,0,0,0,0,0,0,2.083333333,0,0,0,0,0,0,0,0,48,0
Candidatus_Sulcia_muelleri_CARI,2,3,0,0,1,0,0,0,0,0.763358779,1.145038168,0,0,0.381679389,0,0,0,0,262,0
Candidatus_Sulcia_muelleri_PSPU,3,3,0,0,0,0,0,0,0,0.895522388,0.895522388,0,0,0,0,0,0,0,335,0
Capnocytophaga_ochracea_VPI_2845_DSM_7271,2,1,0,0,0,0,0,1,0,1.19047619,0.595238095,0,0,0,0,0,0.595238095,0,168,0
Carnobacterium_sp._17-4,5,1,1,0,0,0,0,2,0,1.388888889,0.277777778,0.277777778,0,0,0,0,0.555555556,0,360,0
Cellulophaga_algicola_IC166_DSM_14237,2,0,0,0,1,0,0,1,0,0.740740741,0,0,0,0.37037037,0,0,0.37037037,0,270,0
Chlamydia_psittaci_MN,6,0,0,0,1,0,0,2,0,1.147227533,0,0,0,0.191204589,0,0,0.382409178,0,523,0
Chlamydia_trachomatis_A2497,0,3,0,0,0,0,0,0,0,0,1.796407186,0,0,0,0,0,0,0,167,0
Chlamydia_trachomatis_A363,1,6,0,0,0,1,0,1,0,0.20661157,1.239669421,0,0,0,0.20661157,0,0.20661157,0,484,0
Chlamydia_trachomatis_A7249,2,5,0,0,1,0,0,2,0,0.425531915,1.063829787,0,0,0.212765957,0,0,0.425531915,0,470,0
Chlamydia_trachomatis_AHAR-13,3,6,0,0,0,0,0,1,0,0.63559322,1.271186441,0,0,0,0,0,0.211864407,0,472,0
Chlamydia_trachomatis_BJali20OT,0,8,0,1,0,0,0,0,0,0,1.593625498,0,0.199203187,0,0,0,0,0,502,0
Chlamydia_trachomatis_BTZ1A828OT,2,5,0,1,0,0,0,0,0,0.456621005,1.141552511,0,0.228310502,0,0,0,0,0,438,0
Chlamydia_trachomatis_CTW-3,2,6,0,0,0,1,0,1,0,0.364298725,1.092896175,0,0,0,0.182149362,0,0.182149362,0,549,0
Chlamydia_trachomatis_D-EC,2,3,0,1,0,0,0,1,0,0.404040404,0.606060606,0,0.202020202,0,0,0,0.202020202,0,495,0
Chlamydia_trachomatis_D-LC,2,6,0,0,0,0,0,1,0,0.408163265,1.224489796,0,0,0,0,0,0.204081633,0,490,0
Chlamydia_trachomatis_DSotonD1,0,1,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,24,0
Chlamydia_trachomatis_DSotonD5,0,1,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,24,0
Chlamydia_trachomatis_DSotonD6,0,1,0,0,0,0,0,0,0,0,4.347826087,0,0,0,0,0,0,0,23,0
Chlamydia_trachomatis_DUW-3CX_(sv_D),0,4,0,0,1,0,0,0,0,0,0.959232614,0,0,0.239808153,0,0,0,0,417,0
Chlamydia_trachomatis_E11023,2,4,0,0,0,0,0,0,0,0.550964187,1.101928375,0,0,0,0,0,0,0,363,0
Chlamydia_trachomatis_E150,2,3,0,0,0,0,0,3,0,0.395256917,0.592885375,0,0,0,0,0,0.592885375,0,506,0
Chlamydia_trachomatis_EBour,1,9,0,0,0,0,0,0,0,0.193050193,1.737451737,0,0,0,0,0,0,0,518,0
Chlamydia_trachomatis_EC599,3,3,0,0,0,0,1,0,1,0.731707317,0.731707317,0,0,0,0,0.243902439,0,0.243902439,410,0
Chlamydia_trachomatis_ESotonE4,0,1,0,0,0,0,0,0,0,0,4.347826087,0,0,0,0,0,0,0,23,0
Chlamydia_trachomatis_ESotonE8,0,1,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,24,0
Chlamydia_trachomatis_ESW3,0,3,0,0,0,0,0,0,0,0,1.807228916,0,0,0,0,0,0,0,166,0
Chlamydia_trachomatis_ESweden2,4,4,0,0,1,0,0,0,0,0.877192982,0.877192982,0,0,0.219298246,0,0,0,0,456,0
Chlamydia_trachomatis_FSotonF3,0,1,0,0,0,0,0,0,0,0,4.347826087,0,0,0,0,0,0,0,23,0
Chlamydia_trachomatis_FSW4,0,1,0,0,0,0,0,0,0,0,4.347826087,0,0,0,0,0,0,0,23,0
Chlamydia_trachomatis_FSW5,0,1,0,0,0,0,0,0,0,0,4.347826087,0,0,0,0,0,0,0,23,0
Chlamydia_trachomatis_FSWFPminus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Chlamydia_trachomatis_G11074,1,4,0,0,1,0,0,2,0,0.233100233,0.932400932,0,0,0.233100233,0,0,0.466200466,0,429,0
Chlamydia_trachomatis_G11222,1,5,0,0,0,0,0,3,0,0.230414747,1.152073733,0,0,0,0,0,0.69124424,0,434,0
Chlamydia_trachomatis_G9301,3,3,1,0,1,0,0,1,1,0.75,0.75,0.25,0,0.25,0,0,0.25,0.25,400,0
Chlamydia_trachomatis_G9768,3,3,0,0,0,0,0,1,0,0.842696629,0.842696629,0,0,0,0,0,0.280898876,0,356,0
Chlamydia_trachomatis_GSotonG1,0,1,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,24,0
Chlamydia_trachomatis_IaSotonIa1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,25,0
Chlamydia_trachomatis_IaSotonIa3,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,25,0
Chlamydia_trachomatis_IU824,0,1,0,0,0,0,0,0,0,0,3.703703704,0,0,0,0,0,0,0,27,0
Chlamydia_trachomatis_IU888,0,1,0,0,0,0,0,0,0,0,3.703703704,0,0,0,0,0,0,0,27,0
Chlamydia_trachomatis_J6276tet1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Chlamydia_trachomatis_KSotonK1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,25,0
Chlamydia_trachomatis_L1115,1,4,0,1,2,0,0,1,0,0.200400802,0.801603206,0,0.200400802,0.400801603,0,0,0.200400802,0,499,0
Chlamydia_trachomatis_L11322p2,2,4,0,0,0,0,0,0,0,0.67114094,1.342281879,0,0,0,0,0,0,0,298,0
Chlamydia_trachomatis_L1224,1,6,0,0,1,0,0,2,0,0.189393939,1.136363636,0,0,0.189393939,0,0,0.378787879,0,528,0
Chlamydia_trachomatis_L1440LN,0,5,0,0,1,0,0,3,0,0,0.970873786,0,0,0.194174757,0,0,0.582524272,0,515,0
Chlamydia_trachomatis_L225667R,0,1,0,0,1,0,0,0,0,0,0.714285714,0,0,0.714285714,0,0,0,0,140,0
Chlamydia_trachomatis_L2434BU,3,3,0,0,0,0,0,2,2,0.650759219,0.650759219,0,0,0,0,0,0.433839479,0.433839479,461,0
Chlamydia_trachomatis_L2434Bu(f),1,4,0,0,1,0,0,1,2,0.198807157,0.795228628,0,0,0.198807157,0,0,0.198807157,0.397614314,503,0
Chlamydia_trachomatis_L2434Bu(i),3,3,0,0,0,0,0,2,2,0.650759219,0.650759219,0,0,0,0,0,0.433839479,0.433839479,461,0
Chlamydia_trachomatis_L2b795,1,1,0,1,0,0,0,1,0,0.549450549,0.549450549,0,0.549450549,0,0,0,0.549450549,0,182,0
Chlamydia_trachomatis_L2b820007,0,1,0,0,0,0,0,0,0,0,4.347826087,0,0,0,0,0,0,0,23,0
Chlamydia_trachomatis_L2bAms1,0,1,0,0,0,0,0,0,0,0,4.347826087,0,0,0,0,0,0,0,23,0
Chlamydia_trachomatis_L2bAms2,0,1,0,0,0,0,0,0,0,0,4.347826087,0,0,0,0,0,0,0,23,0
Chlamydia_trachomatis_L2bAms3,0,1,0,0,0,0,0,0,0,0,4.347826087,0,0,0,0,0,0,0,23,0
Chlamydia_trachomatis_L2bAms4,0,1,0,0,0,0,0,0,0,0,4.347826087,0,0,0,0,0,0,0,23,0
Chlamydia_trachomatis_L2bAms5,0,1,0,0,0,0,0,0,0,0,4.347826087,0,0,0,0,0,0,0,23,0
Chlamydia_trachomatis_L2bCanada1,0,1,0,0,0,0,0,0,0,0,4.347826087,0,0,0,0,0,0,0,23,0
Chlamydia_trachomatis_L2bCanada2,0,1,0,0,0,0,0,0,0,0,4.347826087,0,0,0,0,0,0,0,23,0
Chlamydia_trachomatis_L2bCV204,0,1,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,24,0
Chlamydia_trachomatis_L2bLST,1,4,0,1,1,0,0,0,2,0.200400802,0.801603206,0,0.200400802,0.200400802,0,0,0,0.400801603,499,0
Chlamydia_trachomatis_L2bUCH-1proctitis,3,4,0,1,0,0,0,0,1,0.649350649,0.865800866,0,0.216450216,0,0,0,0,0.216450216,462,0
Chlamydia_trachomatis_L2bUCH-2,2,4,0,1,0,0,0,1,1,0.411522634,0.823045267,0,0.205761317,0,0,0,0.205761317,0.205761317,486,0
Chlamydia_trachomatis_L2c,0,4,0,1,0,0,0,0,3,0,0.93676815,0,0.234192037,0,0,0,0,0.702576112,427,0
Chlamydia_trachomatis_L3404LN,0,9,0,0,0,0,0,0,0,0,1.584507042,0,0,0,0,0,0,0,568,0
Chlamydia_trachomatis_RC-F69,2,4,0,0,0,0,1,2,0,0.358422939,0.716845878,0,0,0,0,0.17921147,0.358422939,0,558,0
Chlamydia_trachomatis_RC-Fs342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Chlamydia_trachomatis_RC-Fs852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Chlamydia_trachomatis_RC-J943,0,1,0,0,0,0,0,0,0,0,3.571428571,0,0,0,0,0,0,0,28,0
Chlamydia_trachomatis_RC-J953,1,1,0,0,0,0,0,0,0,1.639344262,1.639344262,0,0,0,0,0,0,0,61,0
Chlamydia_trachomatis_RC-J966,0,1,0,0,0,0,0,0,0,0,3.571428571,0,0,0,0,0,0,0,28,0
Chlamydia_trachomatis_RC-J971,0,5,0,0,1,0,0,2,0,0,0.934579439,0,0,0.186915888,0,0,0.373831776,0,535,0
Chlamydia_trachomatis_RC-JL2s3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Chlamydia_trachomatis_RC-Js122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Chlamydia_trachomatis_RC-L255,2,4,0,0,1,0,0,3,0,0.310077519,0.620155039,0,0,0.15503876,0,0,0.465116279,0,645,0
Chlamydia_trachomatis_RC-L2s46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Chlamydophila_pneumoniae_TW-183,2,7,0,0,1,0,0,1,0,0.423728814,1.483050847,0,0,0.211864407,0,0,0.211864407,0,472,0
Chlamydophila_psittaci_02DC15,0,2,0,0,0,0,0,0,0,0,2.127659574,0,0,0,0,0,0,0,94,0
Chlamydophila_psittaci_08DC60,0,2,0,0,0,0,0,0,0,0,2.127659574,0,0,0,0,0,0,0,94,0
Chlorobaculum_parvum_NCIB_8327,2,2,0,0,1,1,0,2,0,0.511508951,0.511508951,0,0,0.255754476,0.255754476,0,0.511508951,0,391,0
Chlorobium_phaeobacteroides_BS1,5,1,0,0,0,1,0,4,0,1.36239782,0.272479564,0,0,0,0.272479564,0,1.089918256,0,367,0
Clostridiales_genomosp_BVAB3_UPII9-5,1,3,0,0,0,0,0,0,0,0.3125,0.9375,0,0,0,0,0,0,0,320,0
Clostridium_botulinum_B_Eklund_17B,5,0,0,0,0,1,0,4,0,0.920810313,0,0,0,0,0.184162063,0,0.73664825,0,543,0
Clostridium_botulinum_BoNTA1_ATCC_19397,4,1,0,1,0,0,0,2,0,0.821355236,0.205338809,0,0.205338809,0,0,0,0.410677618,0,487,0
Clostridium_botulinum_E3_Alaska_E43,3,1,0,1,0,1,0,3,0,0.646551724,0.215517241,0,0.215517241,0,0.215517241,0,0.646551724,0,464,0
Clostridium_sp._SY8519,4,1,0,2,0,0,0,3,0,1.075268817,0.268817204,0,0.537634409,0,0,0,0.806451613,0,372,0
Coprothermobacter_proteolyticus_DSM_5265,2,1,1,6,0,0,0,0,0,0.536193029,0.268096515,0.268096515,1.608579088,0,0,0,0,0,373,0
Coraliomargarita_akajimensis_DSM_45221,5,0,0,0,0,1,0,1,0,1.344086022,0,0,0,0,0.268817204,0,0.268817204,0,372,0
Coriobacterium_glomerans_PW2_DSM_20642,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.06185567,0,97,0
Corynebacterium_aurimucosum_CN-1_ATCC_700975,5,2,0,1,0,0,0,0,0,1.133786848,0.453514739,0,0.22675737,0,0,0,0,0,441,0
Corynebacterium_diphtheriae_gravis_NCTC_13129,6,0,0,1,1,0,0,0,0,1.530612245,0,0,0.255102041,0.255102041,0,0,0,0,392,0
